日期,沪深300,中证500,中证500ETF,中证1000,中证1000ETF,国证2000,长周期指数,强弱指数,顶部指数,底部指数
2020-04-13,3753.26,5169.18,4.88,5578.86,2.4,6197.25,12.24,42.0,,
2020-04-14,3825.7,5288.59,4.99,5692.0,2.4,6311.16,25.59,43.2,,
2020-04-15,3797.36,5268.75,4.98,5657.95,2.4,6272.33,29.1,43.4,,
2020-04-16,3802.38,5316.97,5.02,5700.96,2.4,6301.18,35.05,43.4,,
2020-04-17,3839.49,5318.45,5.02,5710.05,2.4,6303.63,43.17,43.2,,
2020-04-20,3853.46,5381.79,5.08,5803.4,2.4,6401.73,40.81,41.1,,
2020-04-21,3808.05,5343.88,5.05,5773.01,2.4,6379.94,42.12,39.5,,
2020-04-22,3839.38,5387.62,5.09,5826.56,2.4,6442.22,37.85,39.3,,
2020-04-23,3829.75,5357.79,5.07,5789.48,2.4,6407.31,31.8,38.8,,
2020-04-24,3796.97,5273.55,4.99,5675.51,2.4,6273.99,32.93,38.7,,
2020-04-27,3822.77,5265.72,4.98,5645.66,2.4,6229.25,28.97,40.5,,
2020-04-28,3849.15,5227.85,4.94,5561.2,2.4,6096.76,34.26,40.5,,
2020-04-29,3867.03,5226.81,4.95,5547.63,2.4,6084.19,33.36,42.0,,
2020-04-30,3912.58,5353.86,5.07,5678.17,2.4,6214.6,39.87,42.0,,
2020-05-06,3936.25,5451.32,5.15,5802.42,2.4,6340.25,47.34,44.5,,
2020-05-07,3924.89,5445.75,5.14,5795.87,2.4,6333.52,46.33,43.8,,
2020-05-08,3963.62,5507.7,5.21,5862.77,2.4,6405.95,40.59,45.7,,
2020-05-11,3960.18,5496.19,5.19,5851.8,2.4,6407.78,44.64,46.0,,
2020-05-12,3960.24,5512.46,5.2,5869.51,2.4,6407.84,37.43,46.1,,
2020-05-13,3968.25,5536.28,5.23,5917.03,2.4,6448.9,37.49,44.0,,
2020-05-14,3925.22,5487.11,5.2,5863.24,2.4,6387.31,34.02,42.9,,
2020-05-15,3912.82,5507.93,5.21,5889.98,2.4,6412.68,31.13,41.0,,
2020-05-18,3922.91,5478.82,5.18,5860.04,2.4,6383.93,44.09,60.9,,
2020-05-19,3956.25,5547.88,5.24,5936.6,2.4,6466.94,49.83,44.4,,
2020-05-20,3935.22,5489.7,5.2,5865.84,2.4,6404.88,42.4,51.0,,
2020-05-21,3913.79,5426.17,5.14,5791.64,2.4,6332.22,38.46,44.8,,
2020-05-22,3824.06,5328.23,5.05,5684.0,2.4,6220.37,29.66,46.7,,
2020-05-25,3829.32,5316.6,5.03,5671.97,2.4,6214.59,24.92,44.4,,
2020-05-26,3872.77,5420.21,5.12,5808.55,2.4,6351.83,28.62,45.4,,
2020-05-27,3845.61,5369.5,5.09,5772.08,2.4,6327.06,30.76,44.4,,
2020-05-28,3856.63,5361.17,5.08,5758.93,2.4,6304.07,31.89,45.5,,
2020-05-29,3867.02,5406.34,5.12,5816.4,2.4,6358.06,35.93,46.8,,
2020-06-01,3971.34,5569.48,5.29,5993.79,2.4,6550.17,59.71,76.8,,
2020-06-02,3983.57,5566.44,5.29,6002.84,2.4,6570.06,65.95,80.8,,
2020-06-03,3983.65,5572.31,5.28,5994.64,2.4,6576.11,62.14,79.5,,
2020-06-04,3982.19,5576.75,5.29,6006.76,2.4,6590.5,61.67,70.4,,
2020-06-05,4001.25,5585.42,5.3,6015.33,2.4,6583.12,46.21,45.9,,
2020-06-08,4021.95,5575.3,5.33,6001.43,2.4,6567.67,52.41,56.8,,
2020-06-09,4047.03,5610.38,5.33,6042.34,2.4,6604.63,55.21,47.8,,
2020-06-10,4039.71,5615.24,5.33,6049.32,2.4,6601.21,46.98,50.1,,
2020-06-11,3995.88,5589.1,5.32,6027.41,2.4,6583.92,59.17,70.6,,
2020-06-12,4003.08,5591.49,5.32,6031.17,2.4,6591.57,68.99,78.1,,
2020-06-15,3954.99,5590.64,5.31,6028.96,2.4,6592.0,65.63,75.9,,
2020-06-16,4014.57,5695.3,5.41,6151.69,2.4,6716.17,72.26,68.8,,
2020-06-17,4017.59,5735.42,5.45,6178.14,2.4,6749.43,74.39,76.8,,
2020-06-18,4044.38,5734.4,5.47,6149.29,2.4,6725.49,81.7,78.7,,
2020-06-19,4098.71,5787.15,5.51,6187.11,2.4,6753.42,87.99,79.2,,
2020-06-22,4102.05,5784.03,5.5,6228.02,2.4,6781.15,88.89,79.6,,
2020-06-23,4121.79,5804.34,5.53,6238.9,2.4,6774.26,87.99,80.0,,
2020-06-24,4138.99,5789.09,5.53,6227.57,2.4,6744.68,85.5,79.1,,
2020-06-29,4109.72,5762.44,5.5,6211.38,2.4,6718.09,81.66,76.9,,
2020-06-30,4163.96,5864.42,5.58,6319.56,2.4,6830.19,83.13,74.8,,
2020-07-01,4247.78,5881.89,5.61,6339.37,2.4,6858.5,86.2,74.8,,
2020-07-02,4335.84,5975.28,5.71,6413.95,2.4,6936.65,90.24,75.0,,
2020-07-03,4419.6,6051.51,5.79,6478.35,2.4,7003.69,93.94,76.4,,
2020-07-06,4670.09,6299.85,6.06,6726.0,2.4,7259.95,95.96,78.8,,
2020-07-07,4698.13,6380.03,6.12,6817.87,2.4,7353.74,96.97,80.8,,
2020-07-08,4774.0,6535.42,6.24,6974.0,2.4,7512.97,96.74,80.7,,
2020-07-09,4840.77,6693.75,6.41,7182.18,2.4,7722.6,96.51,80.7,,
2020-07-10,4753.13,6676.44,6.4,7150.42,2.4,7688.81,97.31,80.5,,
2020-07-13,4852.96,6899.52,6.6,7403.09,2.4,7962.11,96.62,80.4,,
2020-07-14,4806.69,6807.73,6.52,7344.99,2.4,7909.14,95.62,80.4,,
2020-07-15,4744.47,6638.84,6.38,7131.46,2.4,7686.62,91.9,79.5,,
2020-07-16,4516.25,6320.0,6.06,6758.14,2.4,7313.06,88.3,77.8,,
2020-07-17,4544.7,6344.59,6.07,6772.53,2.4,7333.16,87.51,75.5,,
2020-07-20,4680.3,6526.83,6.24,7003.67,2.4,7594.44,86.94,72.9,,
2020-07-21,4691.04,6563.32,6.28,7058.79,2.4,7638.95,83.79,69.7,,
2020-07-22,4714.45,6620.69,6.34,7125.57,2.4,7691.27,84.91,67.6,,
2020-07-23,4712.44,6620.09,6.33,7119.67,2.4,7676.97,83.91,66.5,,
2020-07-24,4505.59,6283.98,6.03,6784.63,2.4,7330.51,78.19,66.5,,
2020-07-27,4528.45,6298.73,6.03,6786.53,2.4,7332.21,75.14,54.9,,
2020-07-28,4568.26,6359.66,6.09,6857.94,2.4,7417.57,73.67,51.0,,
2020-07-29,4679.01,6530.27,6.26,7060.53,2.4,7619.31,76.7,52.9,,
2020-07-30,4656.15,6511.44,6.24,7048.98,2.4,7613.22,73.22,56.5,,
2020-07-31,4695.05,6579.67,6.31,7141.59,2.4,7719.15,73.22,53.7,,
2020-08-03,4771.31,6739.81,6.46,7373.34,2.4,7966.43,72.91,64.9,,
2020-08-04,4775.8,6697.71,6.42,7326.19,2.4,7901.47,71.35,68.8,,
2020-08-05,4777.11,6772.84,6.48,7427.19,2.4,8001.49,64.94,64.9,,
2020-08-06,4762.76,6770.3,6.5,7432.77,2.4,7999.35,55.96,62.9,,
2020-08-07,4707.93,6688.88,6.42,7339.81,2.4,7905.61,54.27,64.5,,
2020-08-10,4724.87,6725.3,6.45,7358.86,2.4,7950.17,50.22,51.0,,
2020-08-11,4681.78,6600.85,6.33,7213.45,2.4,7794.69,50.77,47.5,,
2020-08-12,4647.64,6528.4,6.25,7092.35,2.4,7705.83,45.03,47.2,,
2020-08-13,4635.71,6552.66,6.28,7113.93,2.4,7745.96,53.2,48.5,,
2020-08-14,4704.63,6623.56,6.37,7183.96,2.4,7805.6,55.55,43.5,,
2020-08-17,4815.23,6744.55,6.46,7339.69,2.4,7973.61,58.15,41.5,,
2020-08-18,4812.76,6789.4,6.51,7410.24,2.4,8053.78,56.47,40.1,,
2020-08-19,4740.68,6666.27,6.4,7256.13,2.4,7918.51,40.97,39.7,,
2020-08-20,4679.15,6593.79,6.33,7151.26,2.4,7816.77,36.02,39.9,,
2020-08-21,4718.84,6643.94,6.37,7194.27,2.4,7863.58,49.36,40.4,,
2020-08-24,4755.85,6688.96,6.41,7253.64,2.4,7928.08,51.27,40.7,,
2020-08-25,4761.95,6652.55,6.37,7213.68,2.4,7893.62,48.24,40.5,,
2020-08-26,4706.13,6525.88,6.27,7037.98,2.4,7713.93,31.97,40.4,,
2020-08-27,4731.35,6578.79,6.32,7113.8,2.4,7811.76,32.63,41.7,,
2020-08-28,4844.27,6691.21,6.43,7204.78,2.4,7893.13,36.78,41.7,,
2020-08-31,4816.22,6668.43,6.4,7224.05,2.4,7916.9,31.31,41.0,,
2020-09-01,4842.12,6710.46,6.44,7258.89,2.4,7955.56,29.38,41.6,,
2020-09-02,4843.89,6717.56,6.44,7272.62,2.4,7991.78,24.66,41.5,,
2020-09-03,4817.1,6662.25,6.4,7189.86,2.4,7899.08,24.0,40.1,,
2020-09-04,4770.22,6618.58,6.36,7182.11,2.4,7903.98,15.22,41.5,,
2020-09-07,4669.37,6478.81,6.23,7057.19,2.4,7808.6,12.2,41.5,,
2020-09-08,4694.39,6525.1,6.27,7103.09,2.4,7877.43,17.83,40.5,,
2020-09-09,4584.59,6349.22,6.11,6877.6,2.4,7642.31,16.83,41.0,,
2020-09-10,4581.98,6235.57,6.0,6633.89,2.4,7333.24,13.1,41.0,,
2020-09-11,4627.28,6311.97,6.06,6742.06,2.4,7452.52,3.83,41.4,,
2020-09-14,4651.05,6351.24,6.1,6848.36,2.4,7584.02,0.56,43.2,,
2020-09-15,4688.48,6387.88,6.13,6881.59,2.4,7603.68,2.93,45.5,,
2020-09-16,4657.36,6353.84,6.11,6812.91,2.4,7528.97,1.68,47.0,,
2020-09-17,4632.71,6367.02,6.12,6825.15,2.4,7546.3,2.59,48.7,,
2020-09-18,4737.09,6469.47,6.23,6929.77,2.4,7652.22,11.13,47.2,,
2020-09-21,4691.43,6445.96,6.19,6927.19,2.4,7648.87,7.32,46.6,,
2020-09-22,4635.76,6358.65,6.11,6815.78,2.4,7530.13,2.14,46.2,,
2020-09-23,4652.33,6392.03,6.14,6862.97,2.4,7581.66,4.04,46.2,,
2020-09-24,4563.07,6244.64,6.02,6675.15,2.4,7361.25,0.0,46.6,,
2020-09-25,4570.02,6236.89,6.0,6634.39,2.4,7314.65,0.0,48.1,,
2020-09-28,4581.91,6178.47,5.95,6550.37,2.4,7204.67,0.0,49.0,,
2020-09-29,4591.8,6228.77,5.99,6621.03,2.4,7278.01,0.34,49.4,,
2020-09-30,4587.4,6192.5,5.95,6617.16,2.4,7270.71,0.56,49.4,,
2020-10-09,4681.14,6357.97,6.1,6822.36,2.4,7497.28,6.3,48.1,,
2020-10-12,4823.16,6541.18,6.29,7036.28,2.4,7739.03,19.92,46.1,,
2020-10-13,4839.2,6551.4,6.29,7053.87,2.4,7773.37,34.88,44.0,,
2020-10-14,4807.1,6508.37,6.26,6988.61,2.4,7720.98,27.33,42.0,,
2020-10-15,4798.74,6460.04,6.22,6926.85,2.4,7645.27,33.73,39.8,,
2020-10-16,4791.68,6428.68,6.18,6906.39,2.4,7639.81,32.92,38.8,,
2020-10-19,4755.49,6358.32,6.12,6858.36,2.4,7591.36,26.3,38.6,,
2020-10-20,4793.47,6423.11,6.17,6923.38,2.4,7672.98,23.82,38.8,,
2020-10-21,4792.83,6350.01,6.12,6815.09,2.4,7552.63,17.76,38.8,,
2020-10-22,4777.98,6317.14,6.08,6771.81,2.4,7516.09,19.0,39.2,,
2020-10-23,4718.49,6213.26,5.98,6641.33,2.4,7387.85,14.16,39.4,,
2020-10-26,4691.24,6214.38,5.98,6648.52,2.4,7410.05,10.23,40.2,,
2020-10-27,4699.28,6221.34,5.98,6682.54,2.4,7424.73,11.92,40.8,,
2020-10-28,4737.27,6246.0,6.01,6685.43,2.4,7424.84,18.11,40.7,,
2020-10-29,4772.92,6255.19,6.02,6674.74,2.4,7406.09,25.0,41.4,,
2020-10-30,4695.33,6111.48,5.88,6511.16,2.4,7197.07,27.48,44.5,,
2020-11-02,4720.83,6143.12,5.91,6513.79,2.4,7194.06,31.64,47.1,,
2020-11-03,4777.56,6241.77,6.0,6647.58,2.4,7341.52,37.25,49.0,,
2020-11-04,4813.66,6234.16,6.0,6632.68,2.4,7326.96,34.09,50.3,,
2020-11-05,4885.11,6351.98,6.12,6754.95,2.4,7464.94,42.97,60.9,,
2020-11-06,4885.72,6301.25,6.07,6688.66,2.4,7379.54,41.55,68.8,,
2020-11-09,4981.35,6421.65,6.17,6851.98,2.4,7548.82,53.72,69.9,,
2020-11-10,4953.88,6373.09,6.13,6779.49,2.4,7462.3,52.62,66.7,,
2020-11-11,4904.9,6294.61,6.05,6663.73,2.4,7350.58,45.51,72.6,,
2020-11-12,4908.46,6315.49,6.07,6676.42,2.4,7364.51,36.79,52.9,,
2020-11-13,4856.85,6306.97,6.08,6686.39,2.4,7366.09,28.23,43.0,,
2020-11-16,4904.17,6387.37,6.15,6747.81,2.4,7440.1,40.83,51.6,,
2020-11-17,4894.79,6336.94,6.1,6681.72,2.4,7374.04,39.52,70.6,,
2020-11-18,4891.67,6341.01,6.1,6682.13,2.4,7399.59,45.15,70.6,,
2020-11-19,4927.99,6360.6,6.13,6718.46,2.4,7433.47,47.37,68.0,,
2020-11-20,4943.29,6422.99,6.19,6766.06,2.4,7478.5,50.15,51.0,,
2020-11-23,5005.03,6472.93,6.23,6807.72,2.4,7510.79,63.34,78.1,,
2020-11-24,4974.29,6475.19,6.23,6808.0,2.4,7512.99,64.82,74.0,,
2020-11-25,4910.7,6350.37,6.13,6691.87,2.4,7399.66,57.62,76.3,,
2020-11-26,4919.59,6334.3,6.11,6643.18,2.4,7350.63,55.24,49.2,,
2020-11-27,4980.77,6351.61,6.14,6641.77,2.4,7341.34,53.95,41.8,,
2020-11-30,4960.25,6320.94,6.09,6622.36,2.4,7308.98,64.81,76.8,,
2020-12-01,5067.1,6426.62,6.19,6713.23,2.4,7404.01,74.71,75.5,,
2020-12-02,5067.14,6434.98,6.19,6735.71,2.4,7423.52,71.44,75.9,,
2020-12-03,5057.06,6440.88,6.22,6711.84,2.4,7402.1,66.61,66.9,,
2020-12-04,5065.92,6464.73,6.24,6746.63,2.4,7431.42,62.97,45.9,,
2020-12-07,5022.24,6424.68,6.19,6733.0,2.4,7409.76,47.12,39.8,,
2020-12-08,5009.88,6423.65,6.19,6734.37,2.4,7404.8,52.5,41.6,,
2020-12-09,4942.7,6307.22,6.09,6602.52,2.4,7259.04,53.06,45.7,,
2020-12-10,4940.52,6320.1,6.1,6605.19,2.4,7256.71,54.3,40.7,,
2020-12-11,4889.63,6209.43,6.0,6498.24,2.4,7135.09,52.41,41.3,,
2020-12-14,4934.84,6259.02,6.04,6576.82,2.4,7203.42,53.77,41.0,,
2020-12-15,4945.1,6265.58,6.05,6596.5,2.4,7217.16,48.54,41.1,,
2020-12-16,4953.87,6235.44,6.03,6543.36,2.4,7141.86,45.73,41.4,,
2020-12-17,5017.48,6308.9,6.1,6597.86,2.4,7199.31,59.12,41.4,,
2020-12-18,4999.97,6291.92,6.08,6573.4,2.4,7181.17,59.38,39.7,,
2020-12-21,5046.84,6398.6,6.18,6691.59,2.4,7274.47,66.93,62.9,,
2020-12-22,4964.77,6250.06,6.06,6549.97,2.4,7140.22,70.13,79.2,,
2020-12-23,5007.12,6307.6,6.09,6601.24,2.4,7190.87,82.04,73.7,,
2020-12-24,5000.02,6205.22,6.01,6496.33,2.4,7062.38,73.03,65.8,,
2020-12-25,5042.01,6278.5,6.07,6561.27,2.4,7126.83,68.04,49.2,,
2020-12-28,5064.41,6244.48,6.03,6519.47,2.4,7067.98,72.89,64.9,,
2020-12-29,5042.94,6199.85,6.01,6477.26,2.4,7033.04,66.74,66.9,,
2020-12-30,5113.71,6269.25,6.06,6526.88,2.4,7072.97,67.85,56.8,,
2020-12-31,5211.29,6367.11,6.15,6646.47,2.4,7177.6,84.93,78.1,,
2021-01-04,5267.72,6482.79,6.25,6798.76,2.4,7320.51,93.27,80.8,,
2021-01-05,5368.5,6539.73,6.31,6807.45,2.4,7316.35,96.63,79.9,,
2021-01-06,5417.67,6528.14,6.3,6724.95,2.4,7222.91,97.31,75.3,,
2021-01-07,5513.66,6538.12,6.33,6616.55,2.4,7056.11,97.86,80.0,,
2021-01-08,5495.43,6557.6,6.34,6585.36,2.4,7034.82,97.97,80.0,,
2021-01-11,5441.16,6455.4,6.25,6475.95,2.4,6873.9,97.29,79.6,,
2021-01-12,5596.35,6543.23,6.32,6564.74,2.4,6945.48,97.18,78.6,,
2021-01-13,5577.97,6496.91,6.28,6513.64,2.4,6854.52,96.5,78.7,,
2021-01-14,5470.46,6439.89,6.24,6506.83,2.4,6845.76,96.28,77.5,,
2021-01-15,5458.08,6417.5,6.22,6528.46,2.4,6911.71,91.1,75.6,,
2021-01-18,5518.52,6514.46,6.29,6652.1,2.4,7030.61,91.77,73.2,,
2021-01-19,5437.52,6476.37,6.26,6614.07,2.4,7032.67,87.05,71.5,,
2021-01-20,5476.43,6535.42,6.31,6671.45,2.4,7069.55,91.65,67.9,,
2021-01-21,5564.97,6622.5,6.4,6745.11,2.4,7122.93,92.32,66.5,,
2021-01-22,5569.78,6637.81,6.41,6721.92,2.4,7062.51,95.14,66.8,,
2021-01-25,5625.92,6645.31,6.42,6657.27,2.4,6972.94,95.04,68.5,,
2021-01-26,5512.97,6532.96,6.32,6534.1,2.4,6879.49,88.52,67.8,,
2021-01-27,5528.0,6557.16,6.34,6537.75,2.4,6884.72,82.87,54.9,,
2021-01-28,5377.14,6414.38,6.22,6399.13,2.4,6778.12,72.98,51.0,,
2021-01-29,5351.96,6346.14,6.13,6304.12,2.4,6669.15,61.2,52.3,,
